jurisdiccion,localidad,periodo,monto
Bs.As. G.B.A. Zona Sur,La Plata,08-2021,33921.042857142857
Capital Federal,Las Cañitas,08-2021,62000
Capital Federal,Versalles,08-2021,26000
Capital Federal,Liniers,08-2021,35444.444444444445
Capital Federal,Agronomía,08-2021,42000
Bs.As. G.B.A. Zona Norte,San Miguel,08-2021,27892.024539877304
Capital Federal,Velez Sarsfield,08-2021,30000
Capital Federal,Almagro,08-2021,39282.051282051289
Capital Federal,Recoleta,08-2021,61745.95319148936
Capital Federal,Mataderos,08-2021,32230.76923076923
Capital Federal,Retiro,08-2021,55445.945945945954
Bs.As. G.B.A. Zona Sur,Ezeiza,08-2021,52660
Bs.As. G.B.A. Zona Oeste,Morón,08-2021,24768.456375838927
Capital Federal,Palermo,08-2021,59309.580838323353
Bs.As. G.B.A. Zona Sur,Avellaneda,08-2021,29772.222222222219
Capital Federal,Villa Real,08-2021,30000
Capital Federal,Parque Centenario,08-2021,37312.5
Capital Federal,Villa Devoto,08-2021,40128.205128205125
Capital Federal,Villa Crespo,08-2021,38563.265306122448
Capital Federal,Puerto Madero,08-2021,151923.9130434783
Capital Federal,Monte Castro,08-2021,41166.666666666664
Capital Federal,Monserrat,08-2021,36814
Capital Federal,Villa Luro,08-2021,30950
Capital Federal,Parque Chas,08-2021,33888.888888888891
Bs.As. G.B.A. Zona Sur,Florencio Varela,08-2021,27500
Capital Federal,Paternal,08-2021,34476.190476190481
Bs.As. G.B.A. Zona Oeste,Moreno,08-2021,22884.615384615387
Bs.As. G.B.A. Zona Norte,Vicente López,08-2021,73142.1875
Bs.As. G.B.A. Zona Norte,General San Martín,08-2021,31474.774774774782
Capital Federal,Villa Ortuzar,08-2021,43642.857142857152
Capital Federal,Villa General Mitre,08-2021,30166.666666666668
Bs.As. G.B.A. Zona Norte,José C Paz,08-2021,21650
Capital Federal,Abasto,08-2021,45363.63636363636
Capital Federal,Belgrano,08-2021,54930.068728522339
Bs.As. G.B.A. Zona Norte,San Fernando,08-2021,43172.413793103457
Capital Federal,Boedo,08-2021,34597.560975609755
Bs.As. G.B.A. Zona Norte,Pilar,08-2021,48631.57894736842
Capital Federal,Barrio Norte,08-2021,51243.452380952389
Capital Federal,Centro / Microcentro,08-2021,35933.333333333336
Capital Federal,Flores,08-2021,38994.62365591398
Bs.As. G.B.A. Zona Sur,Cañuelas,08-2021,21500
Bs.As. G.B.A. Zona Norte,Escobar,08-2021,28958.333333333328
Bs.As. G.B.A. Zona Sur,Almirante Brown,08-2021,34738.095238095237
Capital Federal,Villa del Parque,08-2021,41341.463414634141
Capital Federal,Parque Avellaneda,08-2021,28500
Capital Federal,Floresta,08-2021,37513.793103448268
Capital Federal,Villa Soldati,08-2021,30000
Bs.As. G.B.A. Zona Oeste,La Matanza,08-2021,27732.227488151657
Capital Federal,San Cristobal,08-2021,29439.39393939394
Bs.As. G.B.A. Zona Norte,"",08-2021,40250
Bs.As. G.B.A. Zona Oeste,Marcos Paz,08-2021,18500
Capital Federal,Saavedra,08-2021,43942.857142857152
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,08-2021,27251.78571428571
Bs.As. G.B.A. Zona Oeste,Merlo,08-2021,24794.117647058822
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,08-2020,14143.750000000002
Capital Federal,Barrio Norte,08-2020,29456.157635467978
Capital Federal,Versalles,08-2020,21600
Bs.As. G.B.A. Zona Sur,Ezeiza,08-2020,20619.444444444442
Capital Federal,Liniers,08-2020,21249.999999999996
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,08-2020,12958.333333333334
Capital Federal,Velez Sarsfield,08-2020,17000
Capital Federal,Saavedra,08-2020,26575.757575757572
Capital Federal,Parque Chacabuco,08-2020,25113.793103448275
Capital Federal,Colegiales,08-2020,27952.380952380954
Capital Federal,Pompeya,08-2020,15875
Bs.As. G.B.A. Zona Norte,Escobar,08-2020,18887.5
Bs.As. G.B.A. Zona Oeste,La Matanza,08-2020,17232.343234323431
Bs.As. G.B.A. Zona Sur,Avellaneda,08-2020,16323.333333333334
Capital Federal,Coghlan,08-2020,24568.75
Capital Federal,Balvanera,08-2020,20117.948717948719
Capital Federal,Monte Castro,08-2020,26000
Capital Federal,Retiro,08-2020,38725.352112676061
Bs.As. G.B.A. Zona Norte,José C Paz,08-2020,15742.857142857141
Bs.As. G.B.A. Zona Sur,Lanús,08-2020,15595.121951219513
Capital Federal,Parque Avellaneda,08-2020,18333.333333333332
Capital Federal,Abasto,08-2020,38000
Capital Federal,Once,08-2020,21863.636363636364
Bs.As. G.B.A. Zona Norte,San Miguel,08-2020,14937.055837563452
Bs.As. G.B.A. Zona Oeste,Hurlingham,08-2020,12455.555555555557
Bs.As. G.B.A. Zona Sur,Berazategui,08-2020,17200
Bs.As. G.B.A. Zona Sur,Cañuelas,08-2020,10166.666666666668
Capital Federal,Villa General Mitre,08-2020,18800
Capital Federal,Parque Patricios,08-2020,18583.333333333332
Bs.As. G.B.A. Zona Oeste,Ituzaingó,08-2020,18176.470588235294
Capital Federal,San Cristobal,08-2020,19177.419354838708
Bs.As. G.B.A. Zona Sur,La Plata,08-2020,21254.944444444449
Bs.As. G.B.A. Zona Norte,Vicente López,08-2020,43291.145833333328
Bs.As. G.B.A. Zona Norte,Pilar,08-2020,25945.360824742264
Bs.As. G.B.A. Zona Norte,General San Martín,08-2020,18141.843971631206
Bs.As. G.B.A. Zona Sur,Almirante Brown,08-2020,13998.275862068966
Capital Federal,San Nicolás,08-2020,20375.000000000004
Capital Federal,Floresta,08-2020,20149.999999999996
Capital Federal,San Telmo,08-2020,24450
Capital Federal,Nuñez,08-2020,38988.8888888889
Capital Federal,Villa Lugano,08-2020,15000
Capital Federal,Monserrat,08-2020,22930.555555555555
Capital Federal,Caballito,08-2020,26540.611353711789
Capital Federal,Villa Ortuzar,08-2020,24571.428571428572
Capital Federal,Parque Chas,08-2020,16000
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,08-2020,15314.545454545456
Capital Federal,Las Cañitas,08-2020,58741.93548387097
Bs.As. G.B.A. Zona Norte,Tigre,08-2020,34440
Bs.As. G.B.A. Zona Norte,San Fernando,08-2020,26162.121212121212
Capital Federal,Agronomía,08-2020,17166.666666666668
Capital Federal,Villa Luro,08-2020,24651.851851851854
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,08-2020,17954.513888888891
Bs.As. G.B.A. Zona Norte,San Isidro,08-2020,34449.068322981359
Bs.As. G.B.A. Zona Oeste,Merlo,08-2020,14833.333333333332
Capital Federal,Flores,08-2020,23487.058823529413
Capital Federal,Congreso,08-2020,21150
Capital Federal,Puerto Madero,08-2020,101669.9
Capital Federal,Recoleta,08-2020,40258.496732026149
Capital Federal,Villa Pueyrredón,08-2020,22861.111111111113
Capital Federal,"",08-2020,22472.222222222223
Capital Federal,Mataderos,08-2020,19282.352941176476
Bs.As. G.B.A. Zona Oeste,Morón,08-2020,15315.65934065934
Capital Federal,Palermo,08-2020,43391.535150645628
Bs.As. G.B.A. Zona Oeste,Moreno,08-2020,15836.73469387755
Bs.As. G.B.A. Zona Oeste,Marcos Paz,08-2020,11933.333333333334
Capital Federal,Villa Devoto,08-2020,23667.391304347828
Capital Federal,Constitución,08-2020,20900
Bs.As. G.B.A. Zona Oeste,General Rodríguez,08-2020,14000
Capital Federal,Parque Centenario,08-2020,22000
Capital Federal,Villa Soldati,08-2020,18500
Capital Federal,Almagro,08-2020,22893.6
Capital Federal,Villa del Parque,08-2020,22787.500000000004
Capital Federal,Villa Santa Rita,08-2020,20133.333333333336
Bs.As. G.B.A. Zona Norte,"",08-2020,16178.571428571431
Capital Federal,Paternal,08-2020,23463.15789473684
Capital Federal,Villa Urquiza,08-2020,27058.620689655181
Bs.As. G.B.A. Zona Oeste,"",08-2020,16000
Capital Federal,Villa Crespo,08-2020,24454.071428571431
Capital Federal,Chacarita,08-2020,23357.142857142859
Capital Federal,Centro / Microcentro,08-2020,17062.5
Capital Federal,Boca,08-2020,17404.7619047619
Capital Federal,Belgrano,08-2020,43434.664723032052
Capital Federal,Barracas,08-2020,23084.999999999996
Bs.As. G.B.A. Zona Sur,Quilmes,08-2020,19516.491891891892
Capital Federal,Boedo,08-2020,22182.142857142859
Capital Federal,Tribunales,08-2020,21615.384615384617
Bs.As. G.B.A. Zona Sur,Florencio Varela,08-2020,15150
Capital Federal,Villa Real,08-2019,12666.666666666668
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,08-2019,11655.038759689922
Bs.As. G.B.A. Zona Norte,Vicente López,08-2019,26662.79527559055
Bs.As. G.B.A. Zona Sur,Quilmes,08-2019,14456.249999999998
Capital Federal,Chacarita,08-2019,15376.470588235294
Capital Federal,San Nicolás,08-2019,15769.767441860466
Capital Federal,Recoleta,08-2019,28073.966942148752
Capital Federal,Centro / Microcentro,08-2019,16515.78947368421
Capital Federal,Agronomía,08-2019,18700
Capital Federal,Versalles,08-2019,25000
Capital Federal,San Telmo,08-2019,17295.000000000004
Capital Federal,San Cristobal,08-2019,13167.857142857143
Capital Federal,Monte Castro,08-2019,15562.5
Bs.As. G.B.A. Zona Norte,San Fernando,08-2019,16896.875
Capital Federal,Flores,08-2019,14403.738317757012
Capital Federal,Parque Centenario,08-2019,18055.555555555558
Bs.As. G.B.A. Zona Norte,José C Paz,08-2019,8040
Bs.As. G.B.A. Zona Oeste,Ituzaingó,08-2019,11581.818181818182
Capital Federal,Puerto Madero,08-2019,42148.148148148146
Bs.As. G.B.A. Zona Norte,San Miguel,08-2019,10607.142857142859
Capital Federal,Constitución,08-2019,14492.857142857141
Bs.As. G.B.A. Zona Norte,Pilar,08-2019,16342.343749999995
Bs.As. G.B.A. Zona Norte,San Isidro,08-2019,23729.464285714294
Capital Federal,Parque Chas,08-2019,16666.666666666668
Bs.As. G.B.A. Zona Sur,Avellaneda,08-2019,11633.333333333332
Capital Federal,Villa Urquiza,08-2019,18517.791411042948
Bs.As. G.B.A. Zona Norte,"",08-2019,13873.529411764708
Capital Federal,Caballito,08-2019,17249.45054945055
Capital Federal,Boca,08-2019,14050
Capital Federal,Velez Sarsfield,08-2019,10000
Capital Federal,Villa Santa Rita,08-2019,16416.666666666668
Capital Federal,Mataderos,08-2019,12500
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,08-2019,9800.0000000000018
Capital Federal,Liniers,08-2019,11047.619047619048
Bs.As. G.B.A. Zona Oeste,Morón,08-2019,9959.3333333333358
Bs.As. G.B.A. Zona Oeste,General Rodríguez,08-2019,11100
Capital Federal,Parque Avellaneda,08-2019,14066.666666666666
Capital Federal,Barracas,08-2019,17117.647058823528
Capital Federal,Villa Luro,08-2019,13599.999999999998
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,08-2019,10706.060606060606
Capital Federal,Palermo,08-2019,27092.205685618726
Bs.As. G.B.A. Zona Norte,Escobar,08-2019,13081.481481481482
Bs.As. G.B.A. Zona Norte,General San Martín,08-2019,11505.660377358494
Bs.As. G.B.A. Zona Oeste,Marcos Paz,08-2019,7285.7142857142862
Bs.As. G.B.A. Zona Oeste,La Matanza,08-2019,11866.86507936508
Capital Federal,Parque Patricios,08-2019,13694.444444444445
Capital Federal,Villa del Parque,08-2019,13349.090909090906
Capital Federal,Paternal,08-2019,11945.454545454546
Capital Federal,Villa Devoto,08-2019,14253.571428571429
Capital Federal,"",08-2019,13707.142857142857
Capital Federal,Villa Ortuzar,08-2019,17540
Capital Federal,Almagro,08-2019,17367.625899280571
Capital Federal,Las Cañitas,08-2019,26848.484848484848
Capital Federal,Saavedra,08-2019,18018.18181818182
Capital Federal,Colegiales,08-2019,20921.428571428569
Bs.As. G.B.A. Zona Sur,Almirante Brown,08-2019,10919.999999999998
Bs.As. G.B.A. Zona Sur,Presidente Perón,08-2019,6425
Bs.As. G.B.A. Zona Sur,Berazategui,08-2019,16913.043478260868
Capital Federal,Villa Crespo,08-2019,16739.560439560442
Capital Federal,Retiro,08-2019,23373.809523809527
Bs.As. G.B.A. Zona Oeste,Merlo,08-2019,10142.857142857143
Capital Federal,Congreso,08-2019,14419.354838709678
Capital Federal,Villa Lugano,08-2019,15035.714285714288
Bs.As. G.B.A. Zona Norte,Tigre,08-2019,25064.486921529173
Capital Federal,Barrio Norte,08-2019,20440.80459770115
Bs.As. G.B.A. Zona Sur,Cañuelas,08-2019,7566.666666666667
Capital Federal,Villa General Mitre,08-2019,19318.18181818182
Capital Federal,Abasto,08-2019,14860.869565217392
Capital Federal,Once,08-2019,15309.677419354839
Capital Federal,Nuñez,08-2019,22345.360824742271
Capital Federal,Villa Riachuelo,08-2019,13800
Bs.As. G.B.A. Zona Sur,Ezeiza,08-2019,15106.818181818184
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,08-2019,9076.4705882352955
Capital Federal,Boedo,08-2019,13800.000000000002
Capital Federal,Floresta,08-2019,13548.888888888891
Capital Federal,Balvanera,08-2019,14913.414634146342
Capital Federal,Pompeya,08-2019,14000
Bs.As. G.B.A. Zona Oeste,Hurlingham,08-2019,9899.9999999999982
Capital Federal,Villa Pueyrredón,08-2019,16060.869565217394
Capital Federal,Tribunales,08-2019,14876.923076923078
Bs.As. G.B.A. Zona Oeste,Moreno,08-2019,9426.3157894736851
Capital Federal,Belgrano,08-2019,25413.858695652172
Capital Federal,Monserrat,08-2019,13846.153846153846
Capital Federal,Coghlan,08-2019,27842.10526315789
Bs.As. G.B.A. Zona Sur,San Vicente,08-2019,4875
Bs.As. G.B.A. Zona Sur,Lanús,08-2019,11052.325581395346
Bs.As. G.B.A. Zona Sur,La Plata,08-2019,11249.795918367347
Capital Federal,Parque Chacabuco,08-2019,15821.052631578948
Capital Federal,Villa General Mitre,08-2018,10500
Capital Federal,Las Cañitas,08-2018,21849.999999999996
Capital Federal,Floresta,08-2018,11035.483870967742
Capital Federal,Parque Chas,08-2018,13500
Bs.As. G.B.A. Zona Oeste,Marcos Paz,08-2018,6666.666666666667
Bs.As. G.B.A. Zona Oeste,"",08-2018,5900
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,08-2018,9650.0000000000018
Bs.As. G.B.A. Zona Sur,Presidente Perón,08-2018,4500
Capital Federal,Monserrat,08-2018,14184.615384615385
Capital Federal,Liniers,08-2018,9149.9999999999982
Capital Federal,Chacarita,08-2018,13000
Bs.As. G.B.A. Zona Norte,Tigre,08-2018,18351.072580645163
Capital Federal,"",08-2018,15500
Capital Federal,San Telmo,08-2018,15764.102564102563
Bs.As. G.B.A. Zona Oeste,Hurlingham,08-2018,7328.5714285714284
Bs.As. G.B.A. Zona Sur,Quilmes,08-2018,10677.659574468085
Capital Federal,Parque Avellaneda,08-2018,10950
Capital Federal,Nuñez,08-2018,16862.149532710282
Capital Federal,Villa Urquiza,08-2018,13571.084337349399
Capital Federal,Coghlan,08-2018,15463.157894736843
Capital Federal,San Nicolás,08-2018,12971.428571428571
Bs.As. G.B.A. Zona Sur,Avellaneda,08-2018,8938.235294117645
Bs.As. G.B.A. Zona Norte,"",08-2018,9342.3076923076915
Capital Federal,Retiro,08-2018,23170.454545454544
Capital Federal,Balvanera,08-2018,13066.666666666666
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,08-2018,8311.1111111111113
Capital Federal,Abasto,08-2018,12333.333333333334
Capital Federal,Villa Real,08-2018,13833.333333333334
Capital Federal,Boedo,08-2018,11066.666666666666
Bs.As. G.B.A. Zona Norte,San Isidro,08-2018,18916.666666666668
Capital Federal,Agronomía,08-2018,11250
Bs.As. G.B.A. Zona Oeste,La Matanza,08-2018,8834.5070422535227
Capital Federal,Barrio Norte,08-2018,15009.810126582277
Bs.As. G.B.A. Zona Sur,Berazategui,08-2018,14130
Bs.As. G.B.A. Zona Norte,San Fernando,08-2018,14454.929577464789
Capital Federal,Caballito,08-2018,13221.938775510203
Capital Federal,San Cristobal,08-2018,10400
Capital Federal,Belgrano,08-2018,19141.852307692312
Capital Federal,Congreso,08-2018,11067.857142857143
Capital Federal,Villa del Parque,08-2018,11962.820512820515
Capital Federal,Paternal,08-2018,10066.666666666666
Bs.As. G.B.A. Zona Oeste,Morón,08-2018,8272.3478260869579
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,08-2018,8260.9693877551
Capital Federal,Velez Sarsfield,08-2018,7900
Capital Federal,Parque Patricios,08-2018,10523.076923076924
Capital Federal,Monte Castro,08-2018,11071.428571428571
Bs.As. G.B.A. Zona Sur,Florencio Varela,08-2018,9166.6666666666679
Capital Federal,Centro / Microcentro,08-2018,14056.25
Capital Federal,Flores,08-2018,12028.40909090909
Capital Federal,Pompeya,08-2018,15833.333333333332
Capital Federal,Barracas,08-2018,14150
Capital Federal,Once,08-2018,12166.666666666666
Bs.As. G.B.A. Zona Sur,San Vicente,08-2018,7500
Capital Federal,Palermo,08-2018,20210.481349911188
Capital Federal,Boca,08-2018,10666.666666666666
Bs.As. G.B.A. Zona Oeste,Merlo,08-2018,7493.75
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,08-2018,8805.8823529411766
Capital Federal,Tribunales,08-2018,9046.1538461538476
Bs.As. G.B.A. Zona Norte,Vicente López,08-2018,20223.762376237624
Capital Federal,Recoleta,08-2018,19121.076233183863
Bs.As. G.B.A. Zona Oeste,Ituzaingó,08-2018,8469.565217391304
Bs.As. G.B.A. Zona Norte,José C Paz,08-2018,5400
Capital Federal,Constitución,08-2018,9200
Bs.As. G.B.A. Zona Sur,La Plata,08-2018,9272.33333333333
Capital Federal,Almagro,08-2018,12796.62162162162
Bs.As. G.B.A. Zona Sur,Lanús,08-2018,8218.8405797101441
Capital Federal,Parque Centenario,08-2018,15666.666666666666
Bs.As. G.B.A. Zona Oeste,Moreno,08-2018,7377.4193548387084
Capital Federal,Villa Ortuzar,08-2018,15300
Bs.As. G.B.A. Zona Oeste,General Rodríguez,08-2018,7460
Capital Federal,Mataderos,08-2018,9433.3333333333321
Capital Federal,Villa Crespo,08-2018,12843.000000000004
Capital Federal,Parque Chacabuco,08-2018,11447.058823529411
Bs.As. G.B.A. Zona Norte,Escobar,08-2018,8774.1935483870966
Bs.As. G.B.A. Zona Sur,Ezeiza,08-2018,11142.857142857143
Bs.As. G.B.A. Zona Norte,San Miguel,08-2018,8064.74358974359
Bs.As. G.B.A. Zona Sur,Almirante Brown,08-2018,9089.4736842105267
Capital Federal,Versalles,08-2018,14666.666666666666
Capital Federal,Puerto Madero,08-2018,38132.056603773577
Capital Federal,Villa Pueyrredón,08-2018,11012.5
Bs.As. G.B.A. Zona Norte,General San Martín,08-2018,8763.576086956522
Capital Federal,Saavedra,08-2018,14216.21621621622
Capital Federal,Colegiales,08-2018,14139.215686274511
Capital Federal,Villa Devoto,08-2018,12148.571428571428
Capital Federal,Villa Santa Rita,08-2018,11928.571428571429
Capital Federal,Villa Lugano,08-2018,10146.666666666668
Capital Federal,Villa Luro,08-2018,11873.913043478258
Bs.As. G.B.A. Zona Norte,Pilar,08-2018,12522.754491017964
Capital Federal,Versalles,08-2017,5500
Capital Federal,San Cristobal,08-2017,6500
Capital Federal,Centro / Microcentro,08-2017,9763.1578947368434
Capital Federal,Villa Devoto,08-2017,8118.7499999999991
Bs.As. G.B.A. Zona Sur,La Plata,08-2017,7210.3177083333321
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,08-2017,7361.363636363636
Bs.As. G.B.A. Zona Sur,Quilmes,08-2017,7995.4545454545432
Capital Federal,San Nicolás,08-2017,7407.9999999999991
Bs.As. G.B.A. Zona Norte,Tigre,08-2017,13024.304347826086
Bs.As. G.B.A. Zona Sur,Lanús,08-2017,6450.8196721311488
Bs.As. G.B.A. Zona Norte,San Fernando,08-2017,12653.962264150943
Capital Federal,Monte Castro,08-2017,8500
Bs.As. G.B.A. Zona Oeste,Marcos Paz,08-2017,4750
Capital Federal,Pompeya,08-2017,5000
Capital Federal,Parque Patricios,08-2017,7985.7142857142853
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,08-2017,7622.2222222222226
Capital Federal,Palermo,08-2017,14840.989010989009
Capital Federal,Recoleta,08-2017,17603.730569948184
Bs.As. G.B.A. Zona Norte,Escobar,08-2017,6861.9047619047624
Bs.As. G.B.A. Zona Norte,San Isidro,08-2017,14418.090452261311
Capital Federal,Villa Urquiza,08-2017,10093.698630136987
Capital Federal,Almagro,08-2017,8557.05882352941
Capital Federal,Coghlan,08-2017,9200
Bs.As. G.B.A. Zona Sur,Almirante Brown,08-2017,6702
Capital Federal,Agronomía,08-2017,7280
Capital Federal,Puerto Madero,08-2017,32549.358974358965
Capital Federal,Congreso,08-2017,12166.666666666666
Capital Federal,Colegiales,08-2017,11195.555555555555
Capital Federal,Villa Santa Rita,08-2017,9850
Bs.As. G.B.A. Zona Sur,Presidente Perón,08-2017,4500
Capital Federal,Abasto,08-2017,12494.545454545454
Capital Federal,Paternal,08-2017,7816.666666666667
Capital Federal,Villa Real,08-2017,7000
Capital Federal,Villa Luro,08-2017,7020
Bs.As. G.B.A. Zona Norte,José C Paz,08-2017,4477.7777777777774
Bs.As. G.B.A. Zona Norte,General San Martín,08-2017,7036.95652173913
Bs.As. G.B.A. Zona Norte,"",08-2017,11000
Bs.As. G.B.A. Zona Oeste,Moreno,08-2017,6180.4878048780483
Capital Federal,Caballito,08-2017,9107.2185430463578
Capital Federal,Once,08-2017,11958.333333333332
Bs.As. G.B.A. Zona Sur,Berazategui,08-2017,8533.3333333333339
Bs.As. G.B.A. Zona Oeste,Morón,08-2017,6385.7142857142862
Capital Federal,San Telmo,08-2017,10007.692307692305
Bs.As. G.B.A. Zona Oeste,Hurlingham,08-2017,5153.8461538461543
Bs.As. G.B.A. Zona Oeste,Ituzaingó,08-2017,5592
Capital Federal,Floresta,08-2017,7835.2941176470586
Capital Federal,Balvanera,08-2017,9578.3018867924511
Capital Federal,Parque Chas,08-2017,7166.6666666666661
Capital Federal,Barracas,08-2017,10321.875
Capital Federal,Constitución,08-2017,6716.666666666667
Bs.As. G.B.A. Zona Norte,San Miguel,08-2017,6204.8695652173919
Capital Federal,Barrio Norte,08-2017,12114.804469273744
Capital Federal,Mataderos,08-2017,6762.5
Bs.As. G.B.A. Zona Oeste,General Rodríguez,08-2017,6500
